wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00020703,T22F7.4,T22F7.4,none available ,Is enriched in coelomocyte and neurons based on microarray;  tiling array; and RNA-seq studies. Is affected by several genes including daf-16;  daf-2; and glp-1 based on microarray and RNA-seq studies. Is affected by nine chemicals  including 1-methylnicotinamide; nicotinic acid; and Rotenone based on RNA-seq and  microarray studies. Is predicted to encode a protein with the following domain:  Uncharacterized protein F10E9.3-like. ,not known ,"NA","NA","NA",TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00020704,T22F7.5,T22F7.5,none available ,"Is affected by several genes including daf-16; daf-2; and  daf-12 based on tiling array; microarray; and RNA-seq studies. Is affected by five  chemicals including 1-methylnicotinamide; Rifampin; and allantoin based on RNA-seq  and microarray studies. Is predicted to encode a protein with the following domains:  EB domain; Cysteine-rich repeat; and Lustrin, cysteine-rich repeated. ",not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021002,W03F9.4,W03F9.4,none available ,Is predicted to have carnitine O-palmitoyltransferase activity. ,not known ,GO:0004095|GO:0005739|GO:0009437|GO:0016020|GO:0016021|GO:0016746,"carnitine O-palmitoyltransferase activity|mitochondrion|carnitine metabolic process|membrane|integral component of membrane|transferase activity, transferring acyl groups","Catalysis of the reaction: palmitoyl-CoA + L-carnitine = CoA + L-palmitoylcarnitine.|A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.|The chemical reactions and pathways involving carnitine (hydroxy-trimethyl aminobutyric acid), a compound that participates in the transfer of acyl groups across the inner mitochondrial membrane.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).",FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00021040,W05G11.2,W05G11.2,none available ,Is predicted to contribute to protein kinase activity. ,not known ,GO:0000079|GO:0000307|GO:0004672|GO:0005634|GO:0005737|GO:0006468|GO:0016020|GO:0016021|GO:0016538|GO:0019901|GO:0044772,regulation of cyclin-dependent protein serine/threonine kinase activity|cyclin-dependent protein kinase holoenzyme complex|protein kinase activity|nucleus|cytoplasm|protein phosphorylation|membrane|integral component of membrane|cyclin-dependent protein serine/threonine kinase regulator activity|protein kinase binding|mitotic cell cycle phase transition,"Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity.|Cyclin-dependent protein kinases (CDKs) are enzyme complexes that contain a kinase catalytic subunit associated with a regulatory cyclin partner.|Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.|A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.|All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.|The process of introducing a phosphate group on to a protein.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins.|Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.|The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase.",TRUE,TRUE,TRUE,TRUE,FALSE
WBGene00021041,clp-10,W05G11.4,none available ,Is an ortholog of human CAPN15 (calpain 15). Is predicted  to have calcium-dependent cysteine-type endopeptidase activity. ,CaLPain family ,GO:0004198|GO:0005737|GO:0006508|GO:0008233|GO:0008234|GO:0016787,calcium-dependent cysteine-type endopeptidase activity|cytoplasm|proteolysis|peptidase activity|cysteine-type peptidase activity|hydrolase activity,"Catalysis of the hydrolysis of nonterminal peptide bonds in a polypeptide chain by a mechanism using a cysteine residue at the enzyme active center, and requiring the presence of calcium.|All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.|The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.|Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid.|Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the sulfhydryl group of a cysteine residue at the active center acts as a nucleophile.|Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021042,btb-5,W05G11.5,none available ,Is enriched in GABAergic neurons based on tiling array studies.  Is affected by several genes including daf-2; eat-2; and pgl-1 based on RNA-seq  and microarray studies. Is affected by Rifampin; allantoin; and Sirolimus based  on RNA-seq studies. Is predicted to encode a protein with the following domains:  BTB/POZ domain and SKP1/BTB/POZ domain superfamily. ,BTB (Broad/complex/Tramtrack/Bric a brac) domain protein ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021043,pck-1,W05G11.6a,"pck-1 is one of three C. elegans genes that encode proteins  with similarity to phosphoenolpyruvate carboxykinase (PEPCK); by similarity, the  products of W05G11.6 are predicted to function in gluconeogenesis. ","Is an ortholog of human PCK1 (phosphoenolpyruvate carboxykinase  1) and PCK2 (phosphoenolpyruvate carboxykinase 2, mitochondrial). Is predicted to  have manganese ion binding activity and phosphoenolpyruvate carboxykinase (GTP)  activity. Localizes to the cytosol and striated muscle dense body. ",Phosphoenolypyruvate CarboxyKinase ,GO:0004611|GO:0004613|GO:0005525|GO:0005623|GO:0005737|GO:0005829|GO:0006090|GO:0006094|GO:0017076|GO:0019543|GO:0030145|GO:0033993|GO:0042594|GO:0046327|GO:0055120|GO:0071333,phosphoenolpyruvate carboxykinase activity|phosphoenolpyruvate carboxykinase (GTP) activity|GTP binding|cell|cytoplasm|cytosol|pyruvate metabolic process|gluconeogenesis|purine nucleotide binding|propionate catabolic process|manganese ion binding|response to lipid|response to starvation|glycerol biosynthetic process from pyruvate|striated muscle dense body|cellular response to glucose stimulus,"Catalysis of the reaction: source of phosphate + oxaloacetate = phosphoenolpyruvate + CO2 + other reaction products.|Catalysis of the reaction: GTP + oxaloacetate = GDP + phosphoenolpyruvate + CO2.|Interacting selectively and non-covalently with GTP, guanosine triphosphate.|The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.|All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.|The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.|The chemical reactions and pathways involving pyruvate, 2-oxopropanoate.|The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.|Interacting selectively and non-covalently with purine nucleotides, any compound consisting of a purine nucleoside esterified with (ortho)phosphate.|The chemical reactions and pathways resulting in the breakdown of propionate, the anion derived from propionic acid.|Interacting selectively and non-covalently with manganese (Mn) ions.|Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus.|Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment.|The chemical reactions and pathways resulting in the formation of glycerol, 1,2,3-propanetriol, from other compounds, including pyruvate.|A vinculin-containing myofibril attachment structure of striated muscle that connects sarcomeres to the extracellular matrix. In nematode body wall muscle, the dense body performs the dual role of Z-disk and costamere.|Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021124,W10C4.1,W10C4.1,none available ,Is predicted to have G protein-coupled receptor activity. ,not known ,GO:0004930|GO:0007186|GO:0016020|GO:0016021,G protein-coupled receptor activity|G protein-coupled receptor signaling pathway|membrane|integral component of membrane,"Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.|A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021751,Y50D7A.1,Y50D7A.1,none available ,Is an ortholog of human FBXO42 (F-box protein 42). Is predicted  to encode a protein with the following domains: Kelch repeat type 2 and Kelch-type  beta propeller. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021752,xpd-1,Y50D7A.2,none available ,"Is an ortholog of human ERCC2 (ERCC excision repair 2, TFIIH  core complex helicase subunit). Is predicted to contribute to RNA polymerase II  CTD heptapeptide repeat kinase activity. Human ortholog(s) of this gene are implicated  in photosensitive trichothiodystrophy and xeroderma pigmentosum group D. ",human XPD (Xeroderma Pigmentosum complementation group D)  related ,GO:0000019|GO:0000166|GO:0000717|GO:0003676|GO:0003677|GO:0003678|GO:0003684|GO:0004386|GO:0005524|GO:0005634|GO:0006139|GO:0006289|GO:0006366|GO:0006468|GO:0006979|GO:0008353|GO:0009411|GO:0016787|GO:0016818|GO:0033683|GO:0045893|GO:0045951,"regulation of mitotic recombination|nucleotide binding|nucleotide-excision repair, DNA duplex unwinding|nucleic acid binding|DNA binding|DNA helicase activity|damaged DNA binding|helicase activity|ATP binding|nucleus|nucleobase-containing compound metabolic process|nucleotide-excision repair|transcription by RNA polymerase II|protein phosphorylation|response to oxidative stress|RNA polymerase II CTD heptapeptide repeat kinase activity|response to UV|hydrolase activity|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides|nucleotide-excision repair, DNA incision|positive regulation of transcription, DNA-templated|positive regulation of mitotic recombination","Any process that modulates the frequency, rate or extent of DNA recombination during mitosis.|Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.|The unwinding, or local denaturation, of the DNA duplex to create a bubble around the site of the DNA damage.|Interacting selectively and non-covalently with any nucleic acid.|Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).|Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA helix.|Interacting selectively and non-covalently with damaged DNA.|Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA or RNA helix.|Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.|A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.|Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids.|A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts).|The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs).|The process of introducing a phosphate group on to a protein.|Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.|Catalysis of the reaction: ATP + (DNA-directed RNA polymerase II) = ADP + phospho-(DNA-directed RNA polymerase II); phosphorylation occurs on residues in the carboxy-terminal domain (CTD) repeats.|Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers.|Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.|Catalysis of the hydrolysis of any acid anhydride which contains phosphorus.|A process that results in the endonucleolytic cleavage of the damaged strand of DNA. The incision occurs at the junction of single-stranded DNA and double-stranded DNA that is formed when the DNA duplex is unwound.|Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.|Any process that activates or increases the frequency, rate or extent of DNA recombination during mitosis.",TRUE,TRUE,TRUE,FALSE,FALSE
WBGene00021753,Y50D7A.3,Y50D7A.3a,"Y50D7A.3 is orthologous to human Phosphorylase Kinase Gamma-2  (PHKG2) which is the liver and testis isoform of the gamma subunit of phosphorylase  kinase; human PHKG2 phosphorylates and activates glycogen phosphorylase, which leads  to the breakdown of glycogen (glycogenolysis). ",Is an ortholog of human PHKG1 (phosphorylase kinase catalytic  subunit gamma 1). Is predicted to have calmodulin binding activity and calmodulin-dependent  protein kinase activity. Human ortholog(s) of this gene are implicated in glycogen  storage disease IXc. ,not known ,GO:0004672|GO:0004689|GO:0005516|GO:0005524|GO:0005964|GO:0005978|GO:0006468|GO:0016301|GO:0016310,protein kinase activity|phosphorylase kinase activity|calmodulin binding|ATP binding|phosphorylase kinase complex|glycogen biosynthetic process|protein phosphorylation|kinase activity|phosphorylation,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.|Catalysis of the reaction: 4 ATP + 2 phosphorylase b = 4 ADP + phosphorylase a.|Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states.|Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.|An enzyme complex that catalyzes the phosphorylation of phosphorylase b to form phosphorylase a.|The chemical reactions and pathways resulting in the formation of glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues.|The process of introducing a phosphate group on to a protein.|Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.|The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021754,hpo-29,Y50D7A.4,none available ,"Is an ortholog of human NAA15 (N(alpha)-acetyltransferase  15, NatA auxiliary subunit) and NAA16 (N(alpha)-acetyltransferase 16, NatA auxiliary  subunit). Is predicted to contribute to peptide alpha-N-acetyltransferase activity. ",Hypersensitive to POre-forming toxin ,GO:0004596|GO:0005737|GO:0017196|GO:0031415,peptide alpha-N-acetyltransferase activity|cytoplasm|N-terminal peptidyl-methionine acetylation|NatA complex,"Catalysis of the reaction: acetyl-CoA + peptide = CoA + N-alpha-acetylpeptide. This reaction is the acetylation of the N-terminal amino acid residue of a peptide or protein.|All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.|The acetylation of the N-terminal methionine of proteins to form the derivative N-acetyl-L-methionine.|A conserved complex that catalyzes the transfer of an acetyl group to an N-terminal Ser, Ala, Gly, or Thr residue of a protein acceptor molecule. In Saccharomyces the complex includes Nat1p and Ard1p, and may contain additional proteins.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021755,hpo-38,Y50D7A.5,none available ,Is enriched in arcade cell; germ line; neurons; and pharyngeal-intestinal  valve cell based on RNA-seq and microarray studies. Is affected by several genes  including daf-2; hsf-1; and clk-1 based on microarray and RNA-seq studies. Is affected  by nine chemicals including Mianserin; multi-walled carbon nanotube; and Zidovudine  based on RNA-seq and microarray studies. ,Hypersensitive to POre-forming toxin ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021756,Y50D7A.8,Y50D7A.8,none available ,Is expressed in head. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021757,taco-1,Y50D7A.9,none available ,"Is an ortholog of human TACO1. Human ortholog(s) of this  gene are implicated in cytochrome-c oxidase deficiency disease. Is predicted to  encode a protein with the following domains: Transcriptional regulator TACO1-like;  Integrase-like, N-terminal; Transcriptional regulator TACO1-like, domain 3; and  YebC-like. ",Translational Activator of Cytochrome c Oxidase ,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021758,Y50D7A.10,Y50D7A.10,none available ,Is an ortholog of human GMFG (glia maturation factor gamma).  Is predicted to have Arp2/3 complex binding activity. ,not known ,GO:0003779|GO:0030479|GO:0034316|GO:0071846|GO:0071933,actin binding|actin cortical patch|negative regulation of Arp2/3 complex-mediated actin nucleation|actin filament debranching|Arp2/3 complex binding,"Interacting selectively and non-covalently with monomeric or multimeric forms of actin, including actin filaments.|An endocytic patch  that consists of an actin-containing structure found at the plasma membrane in cells; formed of networks of branched actin filaments that lie just beneath the plasma membrane and assemble, move, and disassemble rapidly. An example of this is the actin cortical patch found in Saccharomyces cerevisiae.|Any process that stops, prevents, or reduces the frequency, rate or extent of actin nucleation mediated by the Arp2/3 complex and interacting proteins.|An actin filament severing process that results in the removal of actin filament branches specifically at the branch points.|Interacting selectively and non-covalently with an Arp2/3 complex, a protein complex that contains two actin-related proteins, Arp2 and Arp3, and five novel proteins (ARPC1-5).",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021759,Y50D7A.11,not known,none available ,none available ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021903,Y55B1AL.1,not known,none available ,none available ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021904,gtf-2H5,Y55B1AL.2,"Y55B1AL.2 encodes an ortholog of human GTF2H5 (GENERAL TRANSCRIPTION  FACTOR IIH, POLYPEPTIDE 5) and of YDR079C-A (also known as NDR019C) in S. cerevisiae;  Y55B1AL.2 is a small protein of ancient origin with other orthologs in plants and  Schizosaccharomyces pombe. ",Is an ortholog of human GTF2H5 (general transcription factor  IIH subunit 5). Is predicted to encode a protein with the following domains: TFIIH  subunit TTDA/Tfb5 and TFB5-like superfamily. ,General Transcription Factor homolog ,GO:0000439|GO:0005669|GO:0005675|GO:0006289|GO:0006294|GO:0006355|GO:0006366|GO:0070816,"transcription factor TFIIH core complex|transcription factor TFIID complex|transcription factor TFIIH holo complex|nucleotide-excision repair|nucleotide-excision repair, preincision complex assembly|regulation of transcription, DNA-templated|transcription by RNA polymerase II|phosphorylation of RNA polymerase II C-terminal domain","The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD.|A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters.|A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of  the core TFIIH complex and the TFIIK complex.|A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts).|The aggregation, arrangement and bonding together of proteins on DNA to form the multiprotein complex involved in damage recognition, DNA helix unwinding, and endonucleolytic cleavage at the site of DNA damage. This assembly occurs before the phosphodiester backbone of the damaged strand is cleaved 3' and 5' of the site of DNA damage.|Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.|The synthesis of RNA from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs).|The process of introducing a phosphate group on to an amino acid residue in the C-terminal domain of RNA polymerase II. Typically, this occurs during the transcription cycle and results in production of an RNA polymerase II enzyme where the carboxy-terminal domain (CTD) of the largest subunit is extensively phosphorylated, often referred to as hyperphosphorylated or the II(0) form. Specific types of phosphorylation within the CTD are usually associated with specific regions of genes, though there are exceptions. The phosphorylation state regulates the association of specific complexes such as the capping enzyme or 3'-RNA processing machinery to the elongating RNA polymerase complex.",TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00021905,helq-1,Y55B1AL.3a,"hel-308 encodes a putative DNA helicase orthologous to human  HELQ and Drosophila MUS301/SPN-C/CG7972-PA; Drosophila MUS301 is required for normal  resistance to nitrogen mustard (HN2) and to the crosslinking agent cisplatin, and  is probably also required for repair of meiotic double-stranded DNA breaks; human  HELQ is a single-strandedDNA-dependent ATPase and DNA helicase, and archaeal Hel308  (Mth810) may act at stalled replication forks by displacing lagging strands; HEL-308,  HELQ, and CG7972-PA are paralogous to the N-terminal DNA helicase domains of human  DNA POLYMERASE THETA (POLQ, OMIM:604419), Drosophila MUS308, and a putative C. elegans  POLQ ortholog, encoded by polq-1; HEL-308, HELQ, and CG7972-PA belong to the superfamily  II of DNA and RNA helicases; HEL-308 is probably, like MUS301, required for recombinational  repair of cross-linkage or double-stranded breaks in DNA; biochemically, HEL-308  may unwind regions of cross-linked DNA before their repair by other proteins (such  as POLQ), or resolve Holliday junctions after homologous recombination (as is done  by the archaeal homolog Hjm). ","Is an ortholog of human HELQ (helicase, POLQ like). Exhibits  ATPase binding activity and single-stranded DNA helicase activity. Is involved in  resolution of meiotic recombination intermediates. ",HELicase Q homolog ,GO:0000712|GO:0003676|GO:0004386|GO:0005524|GO:0017116|GO:0030490|GO:0032508|GO:0051117,resolution of meiotic recombination intermediates|nucleic acid binding|helicase activity|ATP binding|single-stranded DNA-dependent ATP-dependent DNA helicase activity|maturation of SSU-rRNA|DNA duplex unwinding|ATPase binding,"The cleavage and rejoining of intermediates, such as Holliday junctions, formed during meiotic recombination to produce two intact molecules in which genetic material has been exchanged.|Interacting selectively and non-covalently with any nucleic acid.|Catalysis of the reaction: NTP + H2O = NDP + phosphate, to drive the unwinding of a DNA or RNA helix.|Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.|Catalysis of the reaction: ATP + H2O = ADP + phosphate, in the presence of single-stranded DNA; drives the unwinding of a DNA helix.|Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule.|The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands.|Interacting selectively and non-covalently with an ATPase, any enzyme that catalyzes the hydrolysis of ATP.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00021906,Y55B1AR.2,Y55B1AR.2a,none available ,Is enriched in germ line and neurons based on microarray  and RNA-seq studies. Is affected by several genes including daf-12; let-7; and gld-1  based on tiling array; proteomic; RNA-seq; and microarray studies. Is affected by  seven chemicals including bisphenol S; Zidovudine; and metformin based on RNA-seq  and microarray studies. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00021909,Y55B1BL.1,Y55B1BL.1a,none available ,Is enriched in excretory cell; hypodermis; and neurons based  on microarray and tiling array studies. Is affected by several genes including daf-2;  glp-1; and dpy-10 based on microarray and RNA-seq studies. Is affected by fourteen  chemicals including Rifampin; D-glucose; and stavudine based on microarray and RNA-seq  studies. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
